latent_dim,modality,orig_index,class_idx,class_name,PC1,PC2,PC3
128,PROT,925,12,monocyte,0.75124466,-0.4398373,0.14420417
128,PROT,926,12,monocyte,0.75159013,-0.4410213,0.1560722
128,PROT,927,12,monocyte,0.75065064,-0.4553939,0.12625648
128,PROT,928,10,macrophage,0.3504697,0.23699349,-0.04410216
128,PROT,929,12,monocyte,0.76185215,-0.43901652,0.122530624
128,PROT,930,12,monocyte,0.75293183,-0.439155,0.14014322
128,PROT,931,12,monocyte,0.83583033,-0.5177394,0.13890286
128,PROT,932,10,macrophage,0.2852257,0.3087322,-0.0969674
128,PROT,933,12,monocyte,0.7702899,-0.43300655,0.1274461
128,PROT,934,12,monocyte,0.75168085,-0.46165794,0.13052289
128,PROT,935,10,macrophage,0.38949662,0.1696448,-0.03619167
128,PROT,936,10,macrophage,0.37308088,0.17031679,-0.049326386
128,PROT,937,12,monocyte,0.8691056,-0.536398,0.1558555
128,PROT,938,12,monocyte,0.8444296,-0.4801781,0.16569918
128,PROT,939,12,monocyte,0.7495988,-0.43963885,0.13735957
128,PROT,940,10,macrophage,0.3660233,0.17663813,-0.03950912
128,PROT,941,12,monocyte,0.8365083,-0.52086824,0.14524066
128,PROT,942,12,monocyte,0.7534286,-0.44172496,0.1421438
128,PROT,943,12,monocyte,0.750206,-0.43989992,0.15245646
128,PROT,944,12,monocyte,0.7673632,-0.4271226,0.15080453
128,PROT,945,12,monocyte,0.8164489,-0.3198499,0.09326123
128,PROT,946,12,monocyte,0.75099206,-0.4450969,0.13162899
128,PROT,947,10,macrophage,0.37596717,0.2278164,-0.05096906
128,PROT,948,12,monocyte,0.8671018,-0.5208139,0.107211754
128,PROT,949,10,macrophage,0.34578782,0.26157254,-0.05428243
128,PROT,950,12,monocyte,0.7657234,-0.4357289,0.13692406
128,PROT,951,12,monocyte,0.7551999,-0.46289694,0.1290762
128,PROT,952,12,monocyte,0.7467842,-0.45297483,0.13015057
128,PROT,953,12,monocyte,0.75506747,-0.4443611,0.13822606
128,PROT,954,12,monocyte,0.8152764,-0.51958466,0.12334365
128,PROT,955,10,macrophage,0.45166785,0.13905224,-0.025014326
128,PROT,956,10,macrophage,0.37295008,0.1367248,-0.063626066
128,PROT,957,12,monocyte,0.7659447,-0.43713462,0.12669173
128,PROT,958,10,macrophage,0.38084522,0.1761953,-0.059881177
128,PROT,959,12,monocyte,0.7511841,-0.43525434,0.13381773
128,PROT,960,12,monocyte,0.76708424,-0.44223705,0.13800973
128,PROT,961,12,monocyte,0.752952,-0.46087906,0.12962253
128,PROT,962,12,monocyte,0.75723493,-0.44933048,0.134937
128,PROT,963,12,monocyte,0.7439202,-0.45242876,0.12141478
128,PROT,964,12,monocyte,0.75975794,-0.44109532,0.14179567
128,PROT,965,12,monocyte,0.815583,-0.5322521,0.17565536
128,PROT,966,12,monocyte,0.7645677,-0.42797497,0.1495581
128,PROT,967,10,macrophage,0.38907203,0.17889512,-0.071860015
128,PROT,968,10,macrophage,0.37668967,0.155702,-0.0451552
128,PROT,969,12,monocyte,0.83166295,-0.5471305,0.16289847
128,PROT,970,12,monocyte,0.75337994,-0.45849448,0.13717048
128,PROT,971,10,macrophage,0.3670307,0.16326481,-0.05402005
128,PROT,972,12,monocyte,0.7852522,-0.4310518,0.09893966
128,PROT,973,10,macrophage,0.32102048,0.27302372,-0.084490955
128,PROT,974,12,monocyte,0.75953794,-0.4317846,0.13460965
128,PROT,975,12,monocyte,0.82429636,-0.5368864,0.13399178
128,PROT,976,12,monocyte,0.83024275,-0.52489245,0.16343194
128,PROT,977,10,macrophage,0.38986823,0.14700994,-0.04323287
128,PROT,978,10,macrophage,0.36714247,0.15992609,-0.048985917
128,PROT,979,12,monocyte,0.7577631,-0.4376639,0.1321429
128,PROT,980,12,monocyte,0.75487745,-0.45122823,0.12845002
128,PROT,981,12,monocyte,0.753453,-0.4473163,0.13614118
128,PROT,982,12,monocyte,0.81840503,-0.5422904,0.15561467
128,PROT,983,12,monocyte,0.7527797,-0.43914625,0.1320294
128,PROT,984,12,monocyte,0.7608386,-0.4564265,0.12600392
128,PROT,985,12,monocyte,0.75555396,-0.45179316,0.12035419
128,PROT,986,10,macrophage,0.37908447,0.16453049,-0.028357912
128,PROT,987,12,monocyte,0.8495258,-0.49830303,0.13985476
128,PROT,988,10,macrophage,0.38678604,0.163955,-0.059559572
128,PROT,989,10,macrophage,0.37541643,0.21619543,-0.06941633
128,PROT,990,12,monocyte,0.7509675,-0.4439334,0.14341368
128,PROT,991,12,monocyte,0.76093316,-0.43574682,0.13973494
128,PROT,992,12,monocyte,0.7629852,-0.43766558,0.15093926
128,PROT,993,12,monocyte,0.74885523,-0.44485652,0.14366601
128,PROT,994,12,monocyte,0.75497615,-0.45948166,0.11981031
128,PROT,995,12,monocyte,0.74922085,-0.452595,0.14053813
128,PROT,996,12,monocyte,0.7588765,-0.46001884,0.13371268
128,PROT,997,10,macrophage,0.38983303,0.15184674,-0.047500584
128,PROT,998,12,monocyte,0.7557328,-0.43802974,0.12630035
128,PROT,999,12,monocyte,0.8297794,-0.5095962,0.16767189
128,PROT,1000,10,macrophage,0.38934323,0.18344513,-0.04608344
128,PROT,1001,12,monocyte,0.7611325,-0.4431401,0.13933986
128,PROT,1002,12,monocyte,0.7658833,-0.4427624,0.13252617
128,PROT,1003,10,macrophage,0.33400184,0.27150047,-0.08247359
128,PROT,1004,12,monocyte,0.76844525,-0.4244401,0.14359443
128,PROT,1005,12,monocyte,0.7627079,-0.42722404,0.15014316
128,PROT,1006,12,monocyte,0.76993126,-0.43186355,0.13829355
128,PROT,1007,12,monocyte,0.8288129,-0.5351808,0.13926621
128,PROT,1008,12,monocyte,0.8497704,-0.52968025,0.1619744
128,PROT,1009,12,monocyte,0.7574663,-0.43938187,0.13753743
128,PROT,1010,10,macrophage,0.4225311,0.20173499,-0.051717717
128,PROT,1011,12,monocyte,0.74332297,-0.46635953,0.12947772
128,PROT,1012,12,monocyte,0.75878835,-0.44090834,0.13750255
128,PROT,1013,10,macrophage,0.302679,0.2828808,-0.09432821
128,PROT,1014,10,macrophage,0.37644225,0.15775922,-0.05536488
128,PROT,1015,12,monocyte,0.82750463,-0.529926,0.15313947
128,PROT,1016,10,macrophage,0.3637587,0.18808323,-0.027884033
128,PROT,1017,12,monocyte,0.7514292,-0.4402531,0.13509639
128,PROT,1018,12,monocyte,0.8292893,-0.52940255,0.16512094
128,PROT,1019,12,monocyte,0.8464711,-0.5620352,0.12484492
128,PROT,1020,12,monocyte,0.7469584,-0.44040236,0.14334641
128,PROT,1021,12,monocyte,0.76774454,-0.42127413,0.14670508
128,PROT,1022,12,monocyte,0.75239575,-0.45882607,0.1258668
128,PROT,1023,12,monocyte,0.7534383,-0.45890853,0.12443605
128,PROT,1024,12,monocyte,0.7520016,-0.4562242,0.12580378
128,PROT,1025,12,monocyte,0.7625318,-0.43400082,0.1488771
128,PROT,1026,12,monocyte,0.74741197,-0.45591643,0.14651355
128,PROT,1027,12,monocyte,0.7522971,-0.44867104,0.13772613
128,PROT,1028,10,macrophage,0.38829356,0.15910682,-0.043937597
128,PROT,1029,10,macrophage,0.379245,0.17516202,-0.044450004
128,PROT,1030,12,monocyte,0.75298995,-0.44919255,0.13301308
128,PROT,1031,12,monocyte,0.84563863,-0.52409184,0.14950615
128,PROT,1032,12,monocyte,0.83603066,-0.5479184,0.12448451
128,PROT,1033,10,macrophage,0.3743042,0.21863893,-0.05610909
128,PROT,1034,12,monocyte,0.751762,-0.45056725,0.13739261
128,PROT,1035,12,monocyte,0.7502785,-0.44645205,0.13200851
128,PROT,1036,12,monocyte,0.83300436,-0.5499306,0.1640094
128,PROT,1037,12,monocyte,0.85577476,-0.545336,0.15484966
128,PROT,1038,12,monocyte,0.7678658,-0.44435975,0.13208431
128,PROT,1039,12,monocyte,0.82857347,-0.46233773,0.11051759
128,PROT,1040,10,macrophage,0.38434803,0.16774026,-0.04364435
128,PROT,1041,10,macrophage,0.37538347,0.14116225,-0.041343983
128,PROT,1042,12,monocyte,0.8489908,-0.5360016,0.14936163
128,PROT,1043,12,monocyte,0.7500179,-0.45192125,0.13761732
128,PROT,1044,12,monocyte,0.76074076,-0.44707036,0.13504995
128,PROT,1045,12,monocyte,0.8135377,-0.513013,0.14546089
128,PROT,1046,12,monocyte,0.7504926,-0.4409306,0.14014922
128,PROT,1047,12,monocyte,0.7554203,-0.44310585,0.114273
128,PROT,1048,12,monocyte,0.838712,-0.5483597,0.16735914
128,PROT,1049,10,macrophage,0.38187218,0.1664927,-0.051473085
128,PROT,1050,12,monocyte,0.75912285,-0.44981217,0.14842753
128,PROT,1051,12,monocyte,0.79428315,-0.44079486,0.13501884
128,PROT,1052,10,macrophage,0.3888202,0.18325102,-0.05340628
128,PROT,1053,12,monocyte,0.7604581,-0.4302745,0.14928953
128,PROT,1054,12,monocyte,0.8477211,-0.52151567,0.14142399
128,PROT,1055,12,monocyte,0.7613528,-0.43886527,0.13888974
128,PROT,1056,10,macrophage,0.36728626,0.17303458,-0.046912525
128,PROT,1057,12,monocyte,0.75127506,-0.45590198,0.1417017
128,PROT,1058,10,macrophage,0.36705586,0.14521006,-0.061216686
128,PROT,1059,10,macrophage,0.37681696,0.16298026,-0.05588236
128,PROT,1060,12,monocyte,0.7625966,-0.43502253,0.13344754
128,PROT,1061,12,monocyte,0.75021017,-0.4577631,0.13691382
128,PROT,1062,12,monocyte,0.7481917,-0.44466743,0.14527366
128,PROT,1063,12,monocyte,0.7524942,-0.45029825,0.12555617
128,PROT,1064,12,monocyte,0.76119673,-0.4329664,0.1416936
128,PROT,1065,12,monocyte,0.7535426,-0.43879843,0.14214803
128,PROT,1066,12,monocyte,0.7680398,-0.44798303,0.13537577
128,PROT,1067,10,macrophage,0.3772583,0.16769668,-0.056909177
128,PROT,1068,10,macrophage,0.37700677,0.18353921,-0.054768268
128,PROT,1069,10,macrophage,0.39087647,0.15992412,-0.04516531
128,PROT,1070,12,monocyte,0.752383,-0.44611678,0.13518317
128,PROT,1071,10,macrophage,0.2889915,0.2992607,-0.095057294
128,PROT,1072,12,monocyte,0.7616731,-0.43128482,0.1356751
128,PROT,1073,12,monocyte,0.7571883,-0.43763664,0.13167924
128,PROT,1074,12,monocyte,0.7629138,-0.44076058,0.13522042
128,PROT,1075,12,monocyte,0.7487008,-0.4536926,0.12312299
128,PROT,1076,12,monocyte,0.7626351,-0.44890156,0.1371388
128,PROT,1077,12,monocyte,0.83566666,-0.42812905,0.12136352
128,PROT,1078,12,monocyte,0.83427304,-0.4978041,0.15195833
128,PROT,1079,10,macrophage,0.37460795,0.18982738,-0.052901614
128,PROT,1080,12,monocyte,0.8464283,-0.56533474,0.15223844
128,PROT,1081,12,monocyte,0.75393987,-0.44259667,0.14439654
128,PROT,1082,10,macrophage,0.3079051,0.28541008,-0.08426979
128,PROT,1083,12,monocyte,0.74548775,-0.4566352,0.12860028
128,PROT,1084,12,monocyte,0.7521747,-0.43690068,0.14260979
128,PROT,1085,12,monocyte,0.7474551,-0.46509156,0.12673709
128,PROT,1086,12,monocyte,0.8627527,-0.5271018,0.17704073
128,PROT,1087,10,macrophage,0.37096816,0.15006733,-0.04917712
128,PROT,1088,12,monocyte,0.74499214,-0.4492122,0.14239623
128,PROT,1089,10,macrophage,0.40680972,0.14397377,-0.061871845
128,PROT,1090,10,macrophage,0.37011904,0.18357173,-0.048113342
128,PROT,1091,12,monocyte,0.7520556,-0.45302203,0.13943455
128,PROT,1092,12,monocyte,0.76262915,-0.44383457,0.14023384
128,PROT,1093,12,monocyte,0.7513312,-0.45440164,0.13259993
128,PROT,1094,12,monocyte,0.7543759,-0.45067757,0.122287065
128,PROT,1095,10,macrophage,0.38093176,0.1737737,-0.049777005
128,PROT,1096,12,monocyte,0.7550614,-0.4617314,0.12033734
128,PROT,1097,12,monocyte,0.75805545,-0.44630814,0.13672805
128,PROT,1098,12,monocyte,0.6901696,-0.11362321,0.05152286
128,PROT,1099,12,monocyte,0.7531446,-0.44512475,0.12046294
128,PROT,1100,12,monocyte,0.7484654,-0.4471003,0.13985457
128,PROT,1101,12,monocyte,0.75606894,-0.44129932,0.13378465
128,PROT,1102,12,monocyte,0.7523124,-0.44158083,0.14163575
128,PROT,1103,12,monocyte,0.7505442,-0.43316388,0.1550651
128,PROT,1104,10,macrophage,0.30519587,0.27167624,-0.070220545
128,PROT,1105,12,monocyte,0.81784934,-0.4636265,0.13628957
128,PROT,1106,10,macrophage,0.3767244,0.15364501,-0.04437073
128,PROT,1107,12,monocyte,0.7560967,-0.4476278,0.13667187
128,PROT,1108,10,macrophage,0.37654248,0.17841738,-0.036851585
128,PROT,1109,12,monocyte,0.8295716,-0.5423486,0.18093768
128,PROT,1110,12,monocyte,0.76639247,-0.44907814,0.1170923
128,PROT,1111,12,monocyte,0.76395226,-0.44171244,0.13383304
128,PROT,1112,12,monocyte,0.7505784,-0.4374485,0.14883696
128,PROT,1113,12,monocyte,0.83901495,-0.5097428,0.13611427
128,PROT,1114,12,monocyte,0.82657903,-0.5177757,0.17065315
128,PROT,1115,12,monocyte,0.7627646,-0.44832665,0.12139581
128,PROT,1116,12,monocyte,0.76589674,-0.4503555,0.13092846
128,PROT,1117,10,macrophage,0.5308083,0.03861644,-0.028932802
128,PROT,1118,10,macrophage,0.37288275,0.15667683,-0.06022327
128,PROT,1119,12,monocyte,0.74859667,-0.44977775,0.13486291
128,PROT,1120,10,macrophage,0.5941946,-0.02604835,0.014295278
128,PROT,1121,12,monocyte,0.77952033,-0.3657553,0.09933409
128,PROT,1122,12,monocyte,0.7644019,-0.4317599,0.14643554
128,PROT,1123,12,monocyte,0.7470441,-0.44326922,0.14807217
128,PROT,1124,12,monocyte,0.835238,-0.41408777,0.13148066
128,PROT,1125,12,monocyte,0.7425511,-0.4424842,0.1348977
128,PROT,1126,10,macrophage,0.34290114,0.25625113,-0.056179125
128,PROT,1127,12,monocyte,0.75614405,-0.45718694,0.13055266
128,PROT,1128,10,macrophage,0.3828243,0.2253479,-0.04506481
128,PROT,1129,12,monocyte,0.86333334,-0.5425753,0.15051645
128,PROT,1130,12,monocyte,0.7538328,-0.45511568,0.13855031
128,PROT,1131,12,monocyte,0.8273659,-0.5232833,0.14435129
128,PROT,1132,12,monocyte,0.62836635,-0.116930634,0.0018894766
128,PROT,1133,12,monocyte,0.7603997,-0.43743837,0.14113435
128,PROT,1134,12,monocyte,0.7643784,-0.43284646,0.13688874
128,PROT,1135,10,macrophage,0.3894383,0.19535634,-0.04009444
128,PROT,1136,12,monocyte,0.8253823,-0.50764734,0.15816778
128,PROT,1137,12,monocyte,0.8259096,-0.530959,0.16112539
128,PROT,1138,10,macrophage,0.38743094,0.15565073,-0.047892977
128,PROT,1139,12,monocyte,0.7665465,-0.44335487,0.12838663
128,PROT,1140,12,monocyte,0.76017904,-0.43084168,0.13742343
128,PROT,1141,12,monocyte,0.74839455,-0.4536176,0.13461158
128,PROT,1142,12,monocyte,0.7587286,-0.44365758,0.13975073
128,PROT,1143,10,macrophage,0.38335198,0.15961647,-0.028850347
128,PROT,1144,10,macrophage,0.38810584,0.17914298,-0.045565557
128,PROT,1145,10,macrophage,0.38858923,0.16422883,-0.045469772
128,PROT,1146,12,monocyte,0.7606015,-0.44482082,0.1255185
128,PROT,1147,10,macrophage,0.36421388,0.16357124,-0.04451107
128,PROT,1148,12,monocyte,0.7602228,-0.43814996,0.13582784
128,PROT,1149,12,monocyte,0.7410135,-0.45752764,0.12772234
128,PROT,1150,12,monocyte,0.8204949,-0.592736,0.09871943
128,PROT,1151,12,monocyte,0.7566043,-0.44612962,0.13877116
128,PROT,1152,12,monocyte,0.87397516,-0.5204212,0.15560994
128,PROT,1153,12,monocyte,0.8319489,-0.46764788,0.13490893
128,PROT,1154,12,monocyte,0.8262452,-0.5513108,0.1353666
128,PROT,1155,12,monocyte,0.748236,-0.4578299,0.13401508
128,PROT,1156,10,macrophage,0.37482765,0.14753866,-0.058472853
128,PROT,1157,10,macrophage,0.39443585,0.17387554,-0.033096116
128,PROT,1158,12,monocyte,0.7482543,-0.4538884,0.13513738
128,PROT,1159,10,macrophage,0.28987497,0.30115044,-0.098618105
128,PROT,1160,12,monocyte,0.7645985,-0.4576545,0.12097739
128,PROT,1161,12,monocyte,0.7525739,-0.44235584,0.13422
128,PROT,1162,12,monocyte,0.8254469,-0.5294706,0.14773709
128,PROT,1163,12,monocyte,0.7468813,-0.45167312,0.1215958
128,PROT,1164,12,monocyte,0.7708938,-0.43491727,0.14070578
128,PROT,1165,12,monocyte,0.8222666,-0.54287624,0.13325696
128,PROT,1166,12,monocyte,0.7525594,-0.4339755,0.13031198
128,PROT,1167,12,monocyte,0.7656591,-0.44036046,0.13035086
128,PROT,1168,10,macrophage,0.34080493,0.22801319,-0.06627691
128,PROT,1169,10,macrophage,0.34120414,0.26161656,-0.07177292
128,PROT,1170,10,macrophage,0.38626394,0.16710216,-0.03818697
128,PROT,1171,12,monocyte,0.8608668,-0.5359757,0.1506551
128,PROT,1172,10,macrophage,0.38082576,0.168246,-0.039586212
128,PROT,1173,12,monocyte,0.7484039,-0.44184193,0.13734066
128,PROT,1174,12,monocyte,0.8221617,-0.5403327,0.16568227
128,PROT,1175,12,monocyte,0.7653654,-0.42917678,0.15033413
128,PROT,1176,12,monocyte,0.854447,-0.50582016,0.15592512
128,PROT,1177,12,monocyte,0.75851846,-0.4369458,0.14645602
128,PROT,1178,10,macrophage,0.392152,0.17229927,-0.042775374
128,PROT,1179,12,monocyte,0.74930346,-0.48165268,0.094602406
128,PROT,1180,12,monocyte,0.7505557,-0.44923493,0.13016646
128,PROT,1181,12,monocyte,0.7503557,-0.45334384,0.138428
128,PROT,1182,12,monocyte,0.8423257,-0.55351263,0.13960503
128,PROT,1183,10,macrophage,0.4014919,0.19981551,-0.041424993
128,PROT,1184,12,monocyte,0.7630223,-0.4301933,0.13560921
128,PROT,1185,12,monocyte,0.7569133,-0.43135148,0.15114118
128,PROT,1186,12,monocyte,0.75634086,-0.44283918,0.123332575
128,PROT,1187,12,monocyte,0.75350684,-0.45350757,0.117094755
128,PROT,1188,12,monocyte,0.75602543,-0.4395644,0.14981863
128,PROT,1189,12,monocyte,0.7536009,-0.45630285,0.11283907
128,PROT,1190,12,monocyte,0.8460158,-0.5251259,0.1589006
128,PROT,1191,12,monocyte,0.75635886,-0.4512147,0.12860349
128,PROT,1192,12,monocyte,0.7488891,-0.46398023,0.12798817
128,PROT,1193,10,macrophage,0.39236802,0.1683968,-0.038464207
128,PROT,1194,12,monocyte,0.8523885,-0.5114672,0.1726226
128,PROT,1195,12,monocyte,0.8381572,-0.5332794,0.15223828
128,PROT,1196,12,monocyte,0.8246352,-0.53122026,0.14688513
128,PROT,1197,10,macrophage,0.36095533,0.18718839,-0.054029416
128,PROT,1198,10,macrophage,0.37598628,0.18895575,-0.035990737
128,PROT,1199,10,macrophage,0.3691801,0.17891675,-0.0580098
128,PROT,1200,10,macrophage,0.38724127,0.16328618,-0.045530733
128,PROT,1201,12,monocyte,0.821606,-0.39253017,0.1325357
128,PROT,1202,12,monocyte,0.7501457,-0.4479293,0.12060478
128,PROT,1203,10,macrophage,0.37055647,0.14653349,-0.043621283
128,PROT,1204,12,monocyte,0.74224,-0.48602337,0.09917821
128,PROT,1205,10,macrophage,0.37336627,0.14968652,-0.056584936
128,PROT,1206,12,monocyte,0.75768816,-0.44128808,0.15107515
128,PROT,1207,12,monocyte,0.7691314,-0.43828434,0.13311648
128,PROT,1208,12,monocyte,0.86114395,-0.5034265,0.15730278
128,PROT,1209,10,macrophage,0.38351458,0.16286555,-0.049624693
128,PROT,1210,10,macrophage,0.3809004,0.17510194,-0.055500124
128,PROT,1211,12,monocyte,0.75569546,-0.44952473,0.12170519
128,PROT,1212,12,monocyte,0.82597256,-0.54406965,0.1695351
128,PROT,1213,12,monocyte,0.84951305,-0.5060935,0.16348176
128,PROT,1214,12,monocyte,0.8350491,-0.50594723,0.18480258
128,PROT,1215,10,macrophage,0.38381344,0.17593038,-0.043276165
128,PROT,1216,12,monocyte,0.74304414,-0.44286132,0.14703721
128,PROT,1217,12,monocyte,0.74110067,-0.45586643,0.11835635
128,PROT,1218,10,macrophage,0.31593823,0.2561745,-0.094301134
128,PROT,1219,12,monocyte,0.7739637,-0.42546633,0.14302856
128,PROT,1220,12,monocyte,0.7741953,-0.4336961,0.13256317
128,PROT,1221,12,monocyte,0.76284766,-0.43927923,0.123245105
128,PROT,1222,12,monocyte,0.7605033,-0.44002005,0.12602806
128,PROT,1223,12,monocyte,0.7573662,-0.44656166,0.12641972
128,PROT,1224,12,monocyte,0.7497856,-0.46077934,0.116483256
128,PROT,1225,12,monocyte,0.7632482,-0.427435,0.15275389
128,PROT,1226,10,macrophage,0.39812344,0.1538952,-0.04084311
128,PROT,1227,10,macrophage,0.37199885,0.14765611,-0.05470961
128,PROT,1228,12,monocyte,0.7444543,-0.44632787,0.15203352
128,PROT,1229,12,monocyte,0.7542851,-0.4453049,0.14809574
128,PROT,1230,12,monocyte,0.82367074,-0.5278766,0.16488066
128,PROT,1231,10,macrophage,0.2815314,0.2975666,-0.08730647
128,PROT,1232,12,monocyte,0.75490797,-0.43987653,0.13661508
128,PROT,1233,10,macrophage,0.40853167,0.16921702,-0.053869788
128,PROT,1234,10,macrophage,0.40024564,0.14468381,-0.031978756
128,PROT,1235,12,monocyte,0.80651784,-0.5224676,0.1548472
128,PROT,1236,10,macrophage,0.36593023,0.18960127,-0.057306472
128,PROT,1237,10,macrophage,0.39305663,0.1666896,-0.057957184
128,PROT,1238,12,monocyte,0.76611453,-0.43771344,0.13774756
128,PROT,1239,12,monocyte,0.843246,-0.5423687,0.15558904
128,PROT,1240,12,monocyte,0.85262406,-0.47437218,0.13763262
128,PROT,1241,12,monocyte,0.74879897,-0.45652962,0.13421021
128,PROT,1242,12,monocyte,0.7368746,-0.46104887,0.12239635
128,PROT,1243,12,monocyte,0.7519375,-0.43454006,0.14455548
128,PROT,1244,10,macrophage,0.38260946,0.16416392,-0.062120494
128,PROT,1245,10,macrophage,0.36026946,0.2168681,-0.07407385
128,PROT,1246,10,macrophage,0.36852473,0.1645571,-0.05652583
128,PROT,1247,12,monocyte,0.75574034,-0.44974637,0.14389038
128,PROT,1248,12,monocyte,0.75170195,-0.44795865,0.14023052
128,PROT,1249,10,macrophage,0.30006653,0.29333225,-0.09209503
128,PROT,1250,10,macrophage,0.37381372,0.1821523,-0.053662587
128,PROT,1251,12,monocyte,0.75713104,-0.439626,0.13930719
128,PROT,1252,12,monocyte,0.7495134,-0.43256223,0.14334442
128,PROT,1253,12,monocyte,0.75129867,-0.44351783,0.13794464
128,PROT,1254,12,monocyte,0.74921995,-0.45412347,0.13132434
128,PROT,1255,12,monocyte,0.7513507,-0.4530794,0.14028409
128,PROT,1256,12,monocyte,0.7460029,-0.45030808,0.12939447
128,PROT,1257,12,monocyte,0.7592875,-0.4299436,0.14199229
128,PROT,1258,12,monocyte,0.7492444,-0.448543,0.14736678
128,PROT,1259,12,monocyte,0.75230944,-0.4548781,0.121143326
128,PROT,1260,12,monocyte,0.74894667,-0.45441154,0.116908506
128,PROT,1261,12,monocyte,0.8286871,-0.52671593,0.16140811
128,PROT,1262,12,monocyte,0.74836445,-0.4512552,0.14258994
128,PROT,1263,12,monocyte,0.8472321,-0.5266992,0.14060917
128,PROT,1264,12,monocyte,0.75543797,-0.44011885,0.1457503
128,PROT,1265,10,macrophage,0.4713776,0.13449559,-0.038124498
128,PROT,1266,10,macrophage,0.38734972,0.15535039,-0.051448803
128,PROT,1267,12,monocyte,0.7481938,-0.44902894,0.13477603
128,PROT,1268,10,macrophage,0.37836707,0.16892725,-0.03325891
128,PROT,1269,10,macrophage,0.33496696,0.25639045,-0.07113603
128,PROT,1270,12,monocyte,0.75067407,-0.45664516,0.14368197
128,PROT,1271,12,monocyte,0.7607039,-0.44620088,0.119317934
128,PROT,1272,12,monocyte,0.747039,-0.45159164,0.1466825
128,PROT,1273,10,macrophage,0.4630039,0.12305649,-0.052927997
128,PROT,1274,12,monocyte,0.75524974,-0.44360417,0.14917034
128,PROT,1275,12,monocyte,0.6929451,-0.17238516,0.040393658
128,PROT,1276,10,macrophage,0.47152495,0.07269858,-0.053730708
128,PROT,1277,10,macrophage,0.38087383,0.18120766,-0.05366602
128,PROT,1278,10,macrophage,0.3603695,0.1565586,-0.05229779
128,PROT,1279,12,monocyte,0.84855413,-0.5242132,0.13320722
128,PROT,1280,12,monocyte,0.8161706,-0.48109877,0.13731816
128,PROT,1281,12,monocyte,0.8231162,-0.5347792,0.15203166
128,PROT,1282,12,monocyte,0.7512146,-0.43630496,0.13399296
128,PROT,1283,12,monocyte,0.75112927,-0.45267263,0.116785824
128,PROT,1284,12,monocyte,0.7505102,-0.44850567,0.12698814
128,PROT,1285,10,macrophage,0.41118506,0.1429612,-0.06977756
128,PROT,1286,12,monocyte,0.7614157,-0.4555239,0.11577481
128,PROT,1287,12,monocyte,0.8148085,-0.49816918,0.17993104
128,PROT,1288,12,monocyte,0.83127666,-0.5233332,0.16159078
128,PROT,1289,12,monocyte,0.7492708,-0.44675782,0.14494108
128,PROT,1290,10,macrophage,0.40128112,0.1886262,-0.04421522
128,PROT,1291,12,monocyte,0.7537708,-0.44982615,0.11956222
128,PROT,1292,12,monocyte,0.830529,-0.47308028,0.15050569
128,PROT,1293,12,monocyte,0.7618675,-0.43234596,0.16019545
128,PROT,1294,12,monocyte,0.7500975,-0.46210888,0.12082182
128,PROT,1295,10,macrophage,0.38178068,0.16590163,-0.04309332
128,PROT,1296,12,monocyte,0.85641396,-0.5036832,0.12034863
128,PROT,1297,12,monocyte,0.744997,-0.45233092,0.121011436
128,PROT,1298,12,monocyte,0.82784164,-0.46785423,0.13844179
128,PROT,1299,12,monocyte,0.74362063,-0.44794548,0.13593951
128,PROT,1300,12,monocyte,0.75911117,-0.44158196,0.14662257
128,PROT,1301,12,monocyte,0.7682481,-0.4400285,0.15501732
128,PROT,1302,12,monocyte,0.75676775,-0.43393326,0.15131114
128,PROT,1303,10,macrophage,0.38309544,0.17220473,-0.05724443
128,PROT,1304,10,macrophage,0.38011378,0.18057662,-0.05742189
128,PROT,1305,10,macrophage,0.413738,0.1566866,-0.039310377
128,PROT,1306,12,monocyte,0.75864506,-0.45264834,0.13251345
128,PROT,1307,12,monocyte,0.7485423,-0.4559173,0.12686324
128,PROT,1308,12,monocyte,0.79573846,-0.5074372,0.13022128
128,PROT,1309,12,monocyte,0.85419226,-0.53899336,0.1514775
128,PROT,1310,12,monocyte,0.7536276,-0.44926912,0.1469417
128,PROT,1311,12,monocyte,0.76507163,-0.42885548,0.1308551
128,PROT,1312,12,monocyte,0.81271607,-0.5126157,0.13438442
128,PROT,1313,10,macrophage,0.38309628,0.17105821,-0.04554155
128,PROT,1314,12,monocyte,0.7538529,-0.44683096,0.12396054
128,PROT,1315,10,macrophage,0.30394024,0.3029238,-0.078137234
128,PROT,1316,10,macrophage,0.3799928,0.16599765,-0.048756268
128,PROT,1317,12,monocyte,0.75856984,-0.43343818,0.13147512
128,PROT,1318,12,monocyte,0.7536889,-0.44543043,0.1338788
128,PROT,1319,12,monocyte,0.7450496,-0.4404772,0.14772448
128,PROT,1320,12,monocyte,0.8303907,-0.52988154,0.1387378
128,PROT,1321,12,monocyte,0.75505507,-0.45134252,0.13850616
128,PROT,1322,10,macrophage,0.3841655,0.17461923,-0.04948425
128,PROT,1323,12,monocyte,0.75136137,-0.45548135,0.108991936
128,PROT,1324,10,macrophage,0.31889233,0.25347275,-0.07483451
128,PROT,1325,12,monocyte,0.8568953,-0.52150375,0.14323597
128,PROT,1326,12,monocyte,0.7619415,-0.4484713,0.14184532
